@relation play_store_comments
@attribute ps_class {mauvais, neutre, bien}
@attribute text String
@data
mauvais, 'nul animer plantage '
bien, 'fond animer couleur prendre place conseil vouloir prendre place installer mettre fond laurer '
bien, 'commentaire joli image beau couleur '
mauvais, 'application décevoir '
bien, 'commentaire dommage avoir avoir étoile suivre|être avoir fonctionner '
mauvais, 'juste écran lumière balader '
bien, 'excellent commentaire magnifique rien avoir dire '
bien, 'génial bon fond|fonds écran fumée '
bien, 'super beau galaxie '
bien, 'groupe écran joli couleur '
bien, 'peinture mettre pouvoir '
bien, 'mini gens '
mauvais, 'merde voir fond écran animer échelle daube être sommet perdre temps valoir peine '
bien, 'commentaire conseil avoir monde être '
mauvais, 'nul ya particule fond être facile avoir trouver Internet être high-tech supporter avoir peine truc appliquer piquer œil '
mauvais, 'confirmer être nul attendre avoir fumée ais avoir droit avoir moustique voler '
bien, 'commentaire fond écran être beau beau couleur effet image '
mauvais, 'nul faire animer avoir moche '
bien, 'commentaire joli couleur changer couleur aller paramètre fond aimer application '
bien, 'super arriver utiliser enregistrement sonnerie avoir essayer|essayer changer répertoire son notification musique faire retrouver utiliser fonction définir supprimer actuel avoir vibreur silencieux '
bien, 'simple pratique ergonomie simple accéder essentiel enregistrer lire enregistrement bémol pouvoir écouter enregistrement consulter autre chose son lecture mettre pause pouvoir lire enregistrement lecteur trouver instant '
bien, 'commentaire passer entrevue application être génial être café bruit ambiant qualité enregistrement être '
bien, 'être sympa mettre étoile écoute enregistrement être extraordinaire '
bien, 'bouton pouvoir être gros avoir besoin lunette|lunettes application fonctionnel '
bien, 'tout simple efficace juste dommage avoir mode édition pouvoir couper début fin morceau '
bien, 'commentaire cool facile utilisation bon qualité enregistrement '
bien, 'parfait manquer juste pouvoir couper enregistrement moment être milieu avoir fin utile '
bien, 'avis enregistrer son être correct falloir pouvoir modifier enregistrement exemple supprimer partie '
bien, 'commentaire trouver parfaire enregistrer chanter être super suivre|être audition merci '
mauvais, '
bien, 'commentaire cool cool cool '
bien, 'adorer servir commentaire juste petit dommage pouvoir couper enregistrement relecture conseiller '
bien, 'nickel bon utiliser enregistrement interview cour|cours faire job ajustement automatique gain '
bien, 'autre avoir dire avoir bon application '
bien, 'commentaire avoir installer recorder bon '
bien, 'demander terme qualité être titre juste énorme gratuit merci '
bien, 'cool pratique bon besoin truc boulot '
bien, 'génial utiliser mettre génial '
bien, 'arnaquer avoir pouvoir arnaquer parent|parents téléphone prof grâce ampli suivre|être prendre heure colle '
bien, 'parfait adorer super simple pratique utilisation installer avoir besoin dictaphone pouvoir envoyer mail réseau social enregistrement '
bien, 'parfait faire demander façon efficace interface simple '
bien, 'cool cool '
bien, 'cool application faire demander être simple utilisation enregistrer régler qualité enregistrement '
bien, 'commentaire saturer enregistreur enregistrer guitare électrique excellent '
bien, 'réglage auto sensibilité micro marcher '
bien, 'parfait fonctionner être meilleur avoir tester '
bien, 'super commentaire cool pratique utile '
neutre, 'carter pouvoir enregistrer carte cas arriver '
bien, 'parfait répondre avoir ambition '
bien, 'génial être super application créateur recommander '
bien, 'commentaire aider pouvoir prendre note avoir réunion pouvoir enregistrer suivre|être content application instant '
bien, 'commentaire merci application pouvoir poster vidéo '
bien, 'cool utile commentaire cool utile '
bien, 'mode sauter silence sauver espace disquer '
neutre, 'enregistrement passer être court durée durée être longue planter fonction style terminer perdre enregistrement saut silence être penser permettre alléger fichier pouvoir régler puissance micro cour|cours entendre voix prof bruit parasiter '
bien, 'super pratiquer servir falloir penser avoir vider vieux enregistrement être heure '
bien, 'merci merci magnifique pouvoir faire vidéo bon avoir foi|fois merci '
bien, 'pratique application utile falloir pouvoir couper truquer son '
bien, 'super être énorme savoir être enregistreur voir mettre voir avoir faute rien dire '
bien, 'commentaire être super avoir truc être dommage '
mauvais, 'commentaire déception avoir même option '
mauvais, 'commentaire décevoir être même version '
neutre, 'commentaire marrant '
mauvais, 'nul marche temps avoir avoir voir version '
mauvais, 'nul commentaire être nul préférer version '
mauvais, 'commentaire pouvoir mettre autre voix nul nul '
neutre, 'commentaire avoir choix avoir voie mettre jour urgent '
mauvais, 'maigre mettre niveau être bienvenu|bienvenue contenu rester maigre qualité dommage '
mauvais, 'commentaire avoir faire avoir copine avoir avoir voir être qualité voix être oublier pouvoir changer voix vouloir visage mise avoir jour impatient|impatiente '
neutre, 'mettre jour commentaire mettre étoile application être top décalage voix image enregistrer visionner espérer mise jour '
mauvais, 'dommage différent version être dommage avoir supprimer '
bien, 'adorer commentaire application être aimer faire vidéo être chiant regarder vidéo voie son décaler '
bien, 'commentaire voix être décaler rapport image avoir choix espérer être mettre niveau pouvoir être '
mauvais, 'son décaler qualité image top commentaire son être décaler image être qualité médiocre suivre|être version être top contre application mériter étoile être niveau '
mauvais, 'faire version store être meilleur complet '
mauvais, 'top commentaire pas top version décaler choix '
mauvais, 'commentaire être merde version faire chose '
mauvais, 'tablette galaxie table commentaire pouvoir faire vidéo marche '
bien, 'note commentaire avoir part voie être top '
bien, 'manger mort content racler mort prendre pi lieu baver race '
mauvais, 'être gros merde être bidon '
neutre, 'commentaire être rigolo marche '
neutre, 'problème avoir problème application avoir vidéo mettre son faire '
mauvais, 'commentaire même chose '
mauvais, 'qualité vidéo top image décaler '
mauvais, 'vidéo son être décaler rame '
mauvais, 'hélium voix être décaler mise avoir jour '
bien, 'rigoler '
neutre, 'commentaire dommage meilleur pouvoir être mise jour prévu rester rigolo '
mauvais, 'voix retard choix déformation '
bien, ''
mauvais, 'pourri gros son être décaler image '
bien, 'avoir adorer plie être cool dommage '
mauvais, 'commentaire possibilité comparer version '
mauvais, 'nul commentaire androïde fluide tout '
neutre, 'avoir catégorie '
mauvais, 'avoir réussir avoir ouvrir application '
bien, 'commentaire dommage être version '
mauvais, 'commentaire voix décaler '
bien, 'marche commentaire suivre|être content problème fonctionner grand choix musique être sûr '
bien, 'super super application conseiller '
bien, 'commentaire cool '
mauvais, 'commentaire faire '
mauvais, 'triste pouvoir connexion dommage '
bien, 'commentaire super '
bien, 'commentaire cool '
bien, 'commentaire '
bien, 'commentaire '
neutre, 'commentaire vouloir écouter musique vidéo lire marquer musique avoir petit logo sen|sens interdire pouvoir faire chose plaire '
bien, 'super cool '
mauvais, 'commentaire pouvoir écouter connexion tablette être possible même '
bien, 'commentaire '
neutre, 'commentaire être falloir Internet être nul '
bien, 'commentaire cool '
mauvais, 'commentaire pouvoir entendre chanson Internet '
bien, 'beau application '
mauvais, 'commentaire musique vouloir marche '
bien, 'bon '
mauvais, ''
bien, 'bon jeu '
mauvais, 'commentaire musique fond '
mauvais, 'décevoir pouvoir écouter musique même temps être autre chose impossible intérêt '
mauvais, 'commentaire merde '
bien, 'commentaire cool '
bien, 'commentaire '
bien, ''
bien, 'commentaire rien dire '
bien, ''
bien, 'commentaire star '
bien, 'commentaire '
bien, 'commentaire magnifique '
bien, 'commentaire cool '
mauvais, 'commentaire marche pouvoir écouter '
bien, 'commentaire cant in background '
bien, 'commentaire musique arrêter seul '
neutre, 'commentaire voir commentaire donner envier tester '
bien, 'classe matcher arrière plan bonheur '
mauvais, 'commentaire pouvoir lire musique utiliser autre '
neutre, 'plante commentaire fonctionner mise jour week-end '
neutre, 'manquer petit truc beau savoir être copie ficher|ficher être beau manque fluidité lancement être corriger manque option personnalisation continuer attendre bon mise jour manger batterie faire chose '
bien, 'truc être '
bien, 'commentaire avoir croire aller trouver pas correct part marcher élément être place travail faire aimer être ajouter déverrouillage autre icône système essentiel for more '
bien, 'horloge fonctionner dernier étoile bon boulot bon courage '
bien, 'parfait top comparer autre merci gratuit pub '
bien, 'utiliser batterie grave super '
bien, 'beau surprendre parfait content être tomber hasard '
bien, 'avoir commentaire être fan être réussir conseiller '
bien, 'cool '
mauvais, 'bien commentaire être super application faire tel ramer avoir mort '
neutre, 'superbe application être superbe avoir mériter étoile seul chose gâcher être impossible réinstaller application raccourci avoir être effacer mise jour corriger problème majeur '
bien, 'excellent étoile être fluide servir fichier être apparaître avoir installer application impossible supprimer réapparaître '
